"användning","år","tabellinnehåll","BNP från användningssidan (ENS2010), försörjningsbalans"
"statliga myndigheters fasta bruttoinv","2013","Prisförändring, procent",-0.1
"statliga myndigheters fasta bruttoinv","2013","Volymförändring, procent",-2.9
"statliga myndigheters fasta bruttoinv","2014","Löpande priser, mnkr",89100
"statliga myndigheters fasta bruttoinv","2014","Fasta priser referensår 2020, mnkr",98609
"statliga myndigheters fasta bruttoinv","2014","Prisförändring, procent",1.3
"statliga myndigheters fasta bruttoinv","2014","Volymförändring, procent",-2.8
"statliga myndigheters fasta bruttoinv","2015","Löpande priser, mnkr",87225
"statliga myndigheters fasta bruttoinv","2015","Fasta priser referensår 2020, mnkr",95740
"statliga myndigheters fasta bruttoinv","2015","Prisförändring, procent",0.8
"statliga myndigheters fasta bruttoinv","2015","Volymförändring, procent",-2.9
"statliga myndigheters fasta bruttoinv","2016","Löpande priser, mnkr",93905
"statliga myndigheters fasta bruttoinv","2016","Fasta priser referensår 2020, mnkr",102248
"statliga myndigheters fasta bruttoinv","2016","Prisförändring, procent",0.8
"statliga myndigheters fasta bruttoinv","2016","Volymförändring, procent",6.8
"statliga myndigheters fasta bruttoinv","2017","Löpande priser, mnkr",99580
"statliga myndigheters fasta bruttoinv","2017","Fasta priser referensår 2020, mnkr",104687
"statliga myndigheters fasta bruttoinv","2017","Prisförändring, procent",3.6
"statliga myndigheters fasta bruttoinv","2017","Volymförändring, procent",2.4
"statliga myndigheters fasta bruttoinv","2018","Löpande priser, mnkr",104595
"statliga myndigheters fasta bruttoinv","2018","Fasta priser referensår 2020, mnkr",106068
"statliga myndigheters fasta bruttoinv","2018","Prisförändring, procent",3.7
"statliga myndigheters fasta bruttoinv","2018","Volymförändring, procent",1.3
"statliga myndigheters fasta bruttoinv","2019","Löpande priser, mnkr",110311
"statliga myndigheters fasta bruttoinv","2019","Fasta priser referensår 2020, mnkr",110024
"statliga myndigheters fasta bruttoinv","2019","Prisförändring, procent",1.7
"statliga myndigheters fasta bruttoinv","2019","Volymförändring, procent",3.7
"statliga myndigheters fasta bruttoinv","2020","Löpande priser, mnkr",127104
"statliga myndigheters fasta bruttoinv","2020","Fasta priser referensår 2020, mnkr",127104
"statliga myndigheters fasta bruttoinv","2020","Prisförändring, procent",-0.3
"statliga myndigheters fasta bruttoinv","2020","Volymförändring, procent",15.5
"statliga myndigheters fasta bruttoinv","2021","Löpande priser, mnkr",134648
"statliga myndigheters fasta bruttoinv","2021","Fasta priser referensår 2020, mnkr",126989
"statliga myndigheters fasta bruttoinv","2021","Prisförändring, procent",6.0
"statliga myndigheters fasta bruttoinv","2021","Volymförändring, procent",-0.1
"statliga myndigheters fasta bruttoinv","2022","Löpande priser, mnkr",150717
"statliga myndigheters fasta bruttoinv","2022","Fasta priser referensår 2020, mnkr",128015
"statliga myndigheters fasta bruttoinv","2022","Prisförändring, procent",11.0
"statliga myndigheters fasta bruttoinv","2022","Volymförändring, procent",0.8
"statliga myndigheters fasta bruttoinv","2023","Löpande priser, mnkr",165117
"statliga myndigheters fasta bruttoinv","2023","Fasta priser referensår 2020, mnkr",134612
"statliga myndigheters fasta bruttoinv","2023","Prisförändring, procent",4.2
"statliga myndigheters fasta bruttoinv","2023","Volymförändring, procent",5.2
"statliga myndigheters fasta bruttoinv","2024","Löpande priser, mnkr",174256
"statliga myndigheters fasta bruttoinv","2024","Fasta priser referensår 2020, mnkr",138723
"statliga myndigheters fasta bruttoinv","2024","Prisförändring, procent",2.4
"statliga myndigheters fasta bruttoinv","2024","Volymförändring, procent",3.1
"kommunala myndigheters fasta bruttoinv","1980","Löpande priser, mnkr",13882
"kommunala myndigheters fasta bruttoinv","1980","Fasta priser referensår 2020, mnkr",50379
"kommunala myndigheters fasta bruttoinv","1980","Prisförändring, procent",..
"kommunala myndigheters fasta bruttoinv","1980","Volymförändring, procent",..
"kommunala myndigheters fasta bruttoinv","1981","Löpande priser, mnkr",15330
"kommunala myndigheters fasta bruttoinv","1981","Fasta priser referensår 2020, mnkr",50648
"kommunala myndigheters fasta bruttoinv","1981","Prisförändring, procent",9.8
"kommunala myndigheters fasta bruttoinv","1981","Volymförändring, procent",0.5
"kommunala myndigheters fasta bruttoinv","1982","Löpande priser, mnkr",15629
"kommunala myndigheters fasta bruttoinv","1982","Fasta priser referensår 2020, mnkr",48223
"kommunala myndigheters fasta bruttoinv","1982","Prisförändring, procent",7.1
"kommunala myndigheters fasta bruttoinv","1982","Volymförändring, procent",-4.8
"kommunala myndigheters fasta bruttoinv","1983","Löpande priser, mnkr",16740
"kommunala myndigheters fasta bruttoinv","1983","Fasta priser referensår 2020, mnkr",47304
"kommunala myndigheters fasta bruttoinv","1983","Prisförändring, procent",9.2
"kommunala myndigheters fasta bruttoinv","1983","Volymförändring, procent",-1.9
"kommunala myndigheters fasta bruttoinv","1984","Löpande priser, mnkr",17222
"kommunala myndigheters fasta bruttoinv","1984","Fasta priser referensår 2020, mnkr",45984
"kommunala myndigheters fasta bruttoinv","1984","Prisförändring, procent",5.8
"kommunala myndigheters fasta bruttoinv","1984","Volymförändring, procent",-2.8
"kommunala myndigheters fasta bruttoinv","1985","Löpande priser, mnkr",18275
"kommunala myndigheters fasta bruttoinv","1985","Fasta priser referensår 2020, mnkr",46459
"kommunala myndigheters fasta bruttoinv","1985","Prisförändring, procent",5.0
"kommunala myndigheters fasta bruttoinv","1985","Volymförändring, procent",1.0
"kommunala myndigheters fasta bruttoinv","1986","Löpande priser, mnkr",19379
"kommunala myndigheters fasta bruttoinv","1986","Fasta priser referensår 2020, mnkr",47120
"kommunala myndigheters fasta bruttoinv","1986","Prisförändring, procent",4.6
"kommunala myndigheters fasta bruttoinv","1986","Volymförändring, procent",1.4
"kommunala myndigheters fasta bruttoinv","1987","Löpande priser, mnkr",19825
"kommunala myndigheters fasta bruttoinv","1987","Fasta priser referensår 2020, mnkr",46160
"kommunala myndigheters fasta bruttoinv","1987","Prisförändring, procent",4.4
"kommunala myndigheters fasta bruttoinv","1987","Volymförändring, procent",-2.0
"kommunala myndigheters fasta bruttoinv","1988","Löpande priser, mnkr",23135
"kommunala myndigheters fasta bruttoinv","1988","Fasta priser referensår 2020, mnkr",50454
"kommunala myndigheters fasta bruttoinv","1988","Prisförändring, procent",6.8
"kommunala myndigheters fasta bruttoinv","1988","Volymförändring, procent",9.3
"kommunala myndigheters fasta bruttoinv","1989","Löpande priser, mnkr",26851
"kommunala myndigheters fasta bruttoinv","1989","Fasta priser referensår 2020, mnkr",54447
"kommunala myndigheters fasta bruttoinv","1989","Prisförändring, procent",7.6
"kommunala myndigheters fasta bruttoinv","1989","Volymförändring, procent",7.9
"kommunala myndigheters fasta bruttoinv","1990","Löpande priser, mnkr",26154
"kommunala myndigheters fasta bruttoinv","1990","Fasta priser referensår 2020, mnkr",49185
"kommunala myndigheters fasta bruttoinv","1990","Prisförändring, procent",7.8
"kommunala myndigheters fasta bruttoinv","1990","Volymförändring, procent",-9.7
"kommunala myndigheters fasta bruttoinv","1991","Löpande priser, mnkr",32255
"kommunala myndigheters fasta bruttoinv","1991","Fasta priser referensår 2020, mnkr",54641
"kommunala myndigheters fasta bruttoinv","1991","Prisförändring, procent",11.0
"kommunala myndigheters fasta bruttoinv","1991","Volymförändring, procent",11.1
"kommunala myndigheters fasta bruttoinv","1992","Löpande priser, mnkr",30244
"kommunala myndigheters fasta bruttoinv","1992","Fasta priser referensår 2020, mnkr",51841
"kommunala myndigheters fasta bruttoinv","1992","Prisförändring, procent",-1.2
"kommunala myndigheters fasta bruttoinv","1992","Volymförändring, procent",-5.1
"kommunala myndigheters fasta bruttoinv","1993","Löpande priser, mnkr",29180
"kommunala myndigheters fasta bruttoinv","1993","Fasta priser referensår 2020, mnkr",50127
"kommunala myndigheters fasta bruttoinv","1993","Prisförändring, procent",-0.2
"kommunala myndigheters fasta bruttoinv","1993","Volymförändring, procent",-3.3
"kommunala myndigheters fasta bruttoinv","1994","Löpande priser, mnkr",32879
"kommunala myndigheters fasta bruttoinv","1994","Fasta priser referensår 2020, mnkr",57576
"kommunala myndigheters fasta bruttoinv","1994","Prisförändring, procent",-1.9
"kommunala myndigheters fasta bruttoinv","1994","Volymförändring, procent",14.9
"kommunala myndigheters fasta bruttoinv","1995","Löpande priser, mnkr",32530
"kommunala myndigheters fasta bruttoinv","1995","Fasta priser referensår 2020, mnkr",57072
"kommunala myndigheters fasta bruttoinv","1995","Prisförändring, procent",-0.2
"kommunala myndigheters fasta bruttoinv","1995","Volymförändring, procent",-0.9
"kommunala myndigheters fasta bruttoinv","1996","Löpande priser, mnkr",30851
"kommunala myndigheters fasta bruttoinv","1996","Fasta priser referensår 2020, mnkr",54626
"kommunala myndigheters fasta bruttoinv","1996","Prisförändring, procent",-0.9
"kommunala myndigheters fasta bruttoinv","1996","Volymförändring, procent",-4.3
"kommunala myndigheters fasta bruttoinv","1997","Löpande priser, mnkr",29992
"kommunala myndigheters fasta bruttoinv","1997","Fasta priser referensår 2020, mnkr",52113
"kommunala myndigheters fasta bruttoinv","1997","Prisförändring, procent",1.9
"kommunala myndigheters fasta bruttoinv","1997","Volymförändring, procent",-4.6
"kommunala myndigheters fasta bruttoinv","1998","Löpande priser, mnkr",29930
"kommunala myndigheters fasta bruttoinv","1998","Fasta priser referensår 2020, mnkr",50700
"kommunala myndigheters fasta bruttoinv","1998","Prisförändring, procent",2.6
"kommunala myndigheters fasta bruttoinv","1998","Volymförändring, procent",-2.7
"kommunala myndigheters fasta bruttoinv","1999","Löpande priser, mnkr",33499
"kommunala myndigheters fasta bruttoinv","1999","Fasta priser referensår 2020, mnkr",55458
"kommunala myndigheters fasta bruttoinv","1999","Prisförändring, procent",2.3
"kommunala myndigheters fasta bruttoinv","1999","Volymförändring, procent",9.4
"kommunala myndigheters fasta bruttoinv","2000","Löpande priser, mnkr",31613
"kommunala myndigheters fasta bruttoinv","2000","Fasta priser referensår 2020, mnkr",50717
"kommunala myndigheters fasta bruttoinv","2000","Prisförändring, procent",3.2
"kommunala myndigheters fasta bruttoinv","2000","Volymförändring, procent",-8.5
"kommunala myndigheters fasta bruttoinv","2001","Löpande priser, mnkr",35356
"kommunala myndigheters fasta bruttoinv","2001","Fasta priser referensår 2020, mnkr",54644
"kommunala myndigheters fasta bruttoinv","2001","Prisförändring, procent",3.8
"kommunala myndigheters fasta bruttoinv","2001","Volymförändring, procent",7.7
"kommunala myndigheters fasta bruttoinv","2002","Löpande priser, mnkr",39626
"kommunala myndigheters fasta bruttoinv","2002","Fasta priser referensår 2020, mnkr",59254
"kommunala myndigheters fasta bruttoinv","2002","Prisförändring, procent",3.4
"kommunala myndigheters fasta bruttoinv","2002","Volymförändring, procent",8.4
"kommunala myndigheters fasta bruttoinv","2003","Löpande priser, mnkr",37593
"kommunala myndigheters fasta bruttoinv","2003","Fasta priser referensår 2020, mnkr",54807
"kommunala myndigheters fasta bruttoinv","2003","Prisförändring, procent",2.6
"kommunala myndigheters fasta bruttoinv","2003","Volymförändring, procent",-7.5
"kommunala myndigheters fasta bruttoinv","2004","Löpande priser, mnkr",36428
"kommunala myndigheters fasta bruttoinv","2004","Fasta priser referensår 2020, mnkr",51976
"kommunala myndigheters fasta bruttoinv","2004","Prisförändring, procent",2.2
"kommunala myndigheters fasta bruttoinv","2004","Volymförändring, procent",-5.2
"kommunala myndigheters fasta bruttoinv","2005","Löpande priser, mnkr",39674
"kommunala myndigheters fasta bruttoinv","2005","Fasta priser referensår 2020, mnkr",55756
"kommunala myndigheters fasta bruttoinv","2005","Prisförändring, procent",1.5
"kommunala myndigheters fasta bruttoinv","2005","Volymförändring, procent",7.3
"kommunala myndigheters fasta bruttoinv","2006","Löpande priser, mnkr",46578
"kommunala myndigheters fasta bruttoinv","2006","Fasta priser referensår 2020, mnkr",63911
"kommunala myndigheters fasta bruttoinv","2006","Prisförändring, procent",2.4
"kommunala myndigheters fasta bruttoinv","2006","Volymförändring, procent",14.6
"kommunala myndigheters fasta bruttoinv","2007","Löpande priser, mnkr",51107
"kommunala myndigheters fasta bruttoinv","2007","Fasta priser referensår 2020, mnkr",67878
"kommunala myndigheters fasta bruttoinv","2007","Prisförändring, procent",3.3
"kommunala myndigheters fasta bruttoinv","2007","Volymförändring, procent",6.2
"kommunala myndigheters fasta bruttoinv","2008","Löpande priser, mnkr",54716
"kommunala myndigheters fasta bruttoinv","2008","Fasta priser referensår 2020, mnkr",69067
"kommunala myndigheters fasta bruttoinv","2008","Prisförändring, procent",5.2
"kommunala myndigheters fasta bruttoinv","2008","Volymförändring, procent",1.8
"kommunala myndigheters fasta bruttoinv","2009","Löpande priser, mnkr",54739
"kommunala myndigheters fasta bruttoinv","2009","Fasta priser referensår 2020, mnkr",67170
"kommunala myndigheters fasta bruttoinv","2009","Prisförändring, procent",2.9
"kommunala myndigheters fasta bruttoinv","2009","Volymförändring, procent",-2.7
"kommunala myndigheters fasta bruttoinv","2010","Löpande priser, mnkr",60230
"kommunala myndigheters fasta bruttoinv","2010","Fasta priser referensår 2020, mnkr",72435
"kommunala myndigheters fasta bruttoinv","2010","Prisförändring, procent",2.0
"kommunala myndigheters fasta bruttoinv","2010","Volymförändring, procent",7.8
"kommunala myndigheters fasta bruttoinv","2011","Löpande priser, mnkr",64041
